keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
ITEM_NAME_10,Inverse Core,???????,????,????,Núcleo Invertido,Núcleo Invertido,,Inverskern,???????? ????,Odwrócony rdze?,Compte a rebours,Nucleu Invers,Ters Çekirdek,Núcleo invertido
ITEM_DESC_10,Your combo now starts from the max capacity but counting backwards.,?????????????????, ??????????????,[??] ??????????????,"Seu combo agora começa da capacidade máxima, mas contando ao contrário."," Tu combo siempre empieza por tu máximo posible, decrementando en vez de incrementando",,Deine Kombo startet jetzt mit voller Kapazität und zählt rückwärts,????? ?????? ?????????? ? ????????????? ???????? ? ????????????? ? ???????? ???????.,Combo zaczyna si? maksa i liczy w dó?,Ton Combo commence à son maximum mais réduit au fur et à mesure,"Combo-ul tau începe de la capacitatea maxim?, urmând s? scad? înapoi.",Kombon art?k maksimum kapasiteden ba?lay?p geriye do?ru sayar.," Tu combo siempre empieza por tu máximo posible, decrementando en vez de incrementando"
ITEM_NAME_11,Risk Protocol,????????,????,????,Protocolo de Risco,Protocolo de Riesgo,,Risikoprotokoll,???????? ?????,Protokó? zagro?enia,Protocole à Risque,Protocol Riscant,Risk Protokolü,Protocolo de riesgo
ITEM_DESC_11,Deal additional 1 damage for every Heart missing,????1?????????????1????, ???1????+1, ???1????+1,Causa 1 de dano adicional para cada Coração faltando, Inflinge 1 de daño extra por cada corazón faltante,,Fügt 1 zusätzlichen Schaden für jedes fehlende Herz zu,+1 ? ????? ?? ?????? ????????????? ??????,Zadaje dodatkowe 1 obra?enie za ka?de brakuj?ce serce,Inflige 1 Dégât supplémentaire par Cœur manquant,Provoci 1 damage suplimentar pentru fiecare inim? lips?,Eksik her Kalp için 1 ek hasar ver., Inflige 1 de daño extra por cada corazón faltante
ITEM_NAME_12,Recovery Pact,??????,????,????,Pacto de Recuperação,Pacto de Recuperación,,Regenerationspakt,???? ??????????????,Pakt odnowienia,Pacte de Régénération,Pact de recuperare,?yile?me Pakt?,Pacto de recuperación
ITEM_DESC_12,Heals 1/2 Heart for every key consumption,??????????????1/2?????, ????????0.5?,[??] ????????0.5?,Cura 1/2 Coração para cada chave consumida, Te cura 1/2 corazón por cada llave usada,,"Heilt ½ Herz für jeden Schlüssel, den du verbrauchst",??????????????? 1/2 ?????? ??? ?????? ????????????? ?????,Leczy ½ serca za ka?de u?ycie klucza,Régénère un demi-coeur à chaque clé utilisée,Î?i ofer? jum?tate din Inim? pentru fiecare cheie folosit?,Her anahtar kullan?m?nda 1/2 Kalp iyile?tirir., Te cura 1/2 corazón por cada llave usada
ITEM_NAME_13,Nanoheal,?????,??????,??????,Nanocura,Nanocura,,Nanoheilung,???????????,Nanoleczenie,Nanoheal,Nanoheal,Nanoiyile?me,Nanocura
ITEM_DESC_13,25% Chance to heal 1/2 Heart after every combat clear,???????????25%????????1/2?????, ????25%????0.5?,[??] ????25%????0.5?,Chance de 25% de curar 1/2 Coração depois de cada combate, 25% de probabilidad de curarte 1/2 corazón tras cada combate,,"25 % Chance, nach jedem Kampf ½ Herz zu heilen",25% ???? ???????????? 1/2 ?????? ????? ?????????? ???,25% szansy na uleczenie ½ serca po ka?dej walce,25% de Chance de régénérer 1 Demi-Cœur à la fin de chaque combat,25% ?ans? s? vindeci 1/2 inim? dup? fiecare lupt? încheiat?,Her sava? tamamland???nda %25 ihtimalle 1/2 Kalp iyile?tirir., 25% de probabilidad de curarte 1/2 corazón tras cada combate
ITEM_NAME_14,Gold Hoarder,????,?????,?????,Colecionador de Ouro,Coleccionador de Oro,,Goldhorter,???????????,Zbieracz z?ota,Amasseur de Pièces,Colec?ionarul de Aur,Alt?n Avc?s?,Coleccionador de oro
ITEM_DESC_14,Deals 1 extra damage for every 20 coins you possess,?????20???????????1????, ???20?????+1, ???20?????+1,Causa 1 de dano extra para cada 20 moedas que você possui, Inflinge 1 de daño extra por cada 20 monedas que tengas,,"Fügt 1 zusätzlichen Schaden für je 20 Münzen zu, die du besitzt","+1 ? ????? ?? ?????? 20 ?????, ??? ? ??? ????",Zadaje dodatkowe 1 obra?enie za ka?de brakuj?ce serce,Inflige 1 Dégât supplémentaire par 20 Pièces que vous avez,Prime?ti +1 extra damage pentru fiecare 20 b?nu?i pe care îî posezi,Sahip oldu?un her 20 coin için 1 ek hasar verir., Inflige 1 de daño extra por cada 20 monedas que tengas
ITEM_NAME_15,Full Recovery,???????,??????,??????,Recuperação Completa,Recuperación Completa,,Vollheilung,?????? ??????????????,Pe?ne odnowienie,Régénération Totale,Recuperare Full,Tam ?yile?me,Recuperación completa
ITEM_DESC_15,Heals back to full upon taking damage to or below 2 Hearts. Consumed automatically,????2???????????????????\n????????????????, ?????2???????????????, ?????2???????????????,Cura a vida toda ao tomar dano e ficar com 2 ou menos Corações. Consumida automaticamente, Te cura de vuelta al máximo de vida tras recibir 2 corazones o menos. Se consume automaticamente,,"Stellt automatisch die volle Gesundheit wieder her, wenn du auf 2 Herzen oder weniger fällst. Wird verbraucht","???? ???????? 2 ?????? ??? ??????, ????????? ??????????????? ????????. ??????????? ?????????????",Leczy do ko?ca po otrzymaniu obra?e? do lub poni?ej 2 serc. Zu?ywane automatycznie,Régénère à 100% quand la Santé descends à 2 Cœurs ou moins. Consommé automatiquement,Vindec? complet când ajungi la 2 inimi sau mai pu?in. Se consum? automat,Can?n 2 Kalp veya alt?na dü?tü?ünde tam olarak iyile?ir. (Otomatik tüketilir.), Te cura de vuelta al máximo de vida tras recibir 2 corazones o menos. Se consume automáticamente
ITEM_NAME_16,Reboot Protocol,????????,????,????,Protocolo de Reinicialização,Protocolo Reboot,,Neustart-Protokoll,???????? ???????????,Protokó? ponownego uruchomienia,Redémarrage,Protocol de Repornire,Yeniden Ba?latma Protokolü,Protocolo de reinicio
ITEM_DESC_16,Avoid fatal damage once and gain 2 attack after.,???????????????????\n????????2?????, ??????????+2???, ??????????+2???,Evite dano fatal uma única vez e ganhe 2 de Ataque., Evita daño mortal una vez y gana 2 de ataque tras eso.,,Verhindert einmal tödlichen Schaden und gibt dir danach +2 Angriff,???? ??? ????????????? ??????????? ???? ? ???? +2 ? ????? ????? ???????????.,Jeden raz uniknij obra?e? ?miertelnych i zyskaj 2 punkty ataku,Esquive une Attaque fatale adverse et gagne deux Attaques,Evit? un damage fata o singur? dat? ?i prime?ti 2 atacuri dup?.,Ölümcül hasar? bir kez engeller ve sonras?nda +2 Sald?r? verir., Evita daño mortal una vez y gana 2 de ataque tras eso.
ITEM_NAME_17,Isolation Strike,????,????,????,Golpe Isolador,Golpe Aislador,,Isolationsschlag,????????????? ????,Odizolowane uderzenie,Attaque Solitaire,Strike de Izolare,Yal?t?m Vuru?u,Golpe aislador
ITEM_DESC_17,Triggers crit on isolated target.,????????????????????????????, ?????????, ?????????,Causa crítico em alvos isolados., Activa siempre el crítico si atacas a un solo virus,,Garantierter Krittreffer bei isolierten Zielen,??????????? ??????????? ???? ?? ????????????? ????.,Wyzwala trafienie krytyczne na odizolowanym celu,Coup Critique sur les virus identifiés seuls,Activeaz? o lovitur? critic? asupra unei ?inte izolate,Yal?t?lm?? hedefe kritik tetikler., Activa siempre el crítico si atacas a un solo virus
ITEM_NAME_18,Multi Strike,??????,????,????,Golpe Múltiplo,Golpe Múltiple,,Mehrfachschlag,??????????,Multi uderzenie,Attaque Multiple,Multi Strike,Çoklu Vuru?,Golpe múltiple
ITEM_DESC_18,Deal 50% bonus damage when more than 2 enemies are hit.,???2?????????????????????+50%, ??2????????+50%,[??] ??2????????+50%,Causa 50% de dano bônus quando 2 ou mais inimigos são atingidos., Haz un 50% de daño extra cuando atacas a 2 o más virus,,"Verursacht 50 % Bonusschaden, wenn mehr als 2 Gegner getroffen werden",??????? ?? 50% ?????? ????? ??? ????????? ?? ????? ??? ???? ??????.,Zadaje 50% dodatkowych obra?e? kiedy przynajmniej 2 przeciwników zosta?o trafionych,Inflige 50% de Dégâts supplémentaires quand plus de 2 ennemis sont touchés.,Provoci cu 50% mai mult damage când love?ti mai mult de 2 inamici,2’den fazla dü?man vuruldu?unda %50 bonus hasar ver., Haz un 50% de daño extra cuando atacas a 2 o más virus.
ITEM_NAME_19,Electric Arc,??????,????,????,Arco Elétrico,Arco Eléctrico,,Elektro-Bogen,????????????? ????,?uk elektryczny,Arc Électrique,Arc Electric,Elektrik Ark?,Arco eléctrico
ITEM_DESC_19,Zaps and deal 1 damage to every enemy on every combo,??????????????????1?????????, ???????????1?????,[??] ???????????1?????,Atinge e causa 1 de dano a todos os inimigos em cada combo, Hace un zap e inflinge 1 de daño a todos los enemigos en cada combo,,Schockt Gegner und fügt bei jedem Kombo 1 Schaden an allen Feinden zu,"?????? ????? ???????? ????? ???? ??????, ?????? ?? 1 ??. ?????",Razi i zadaje 1 obra?e? ka?demu przeciwnikowi na ka?dym combo,Électrocute et Inflige 1 Dégât à chaque ennemi à chaque combo,Eman? un fulger ?i provoac? 1 daun? fiec?rui inamic la fiecare combo,Her komboda tüm dü?manlara 1 hasar verir ve çarpar., Hace un zap e inflige 1 de daño a todos los enemigos en cada combo
ITEM_NAME_20,Spike Core,??????,????,????,Núcleo Espinhoso,Núcleo de púas,,Stachelkern,???????? ????,Rdze? kolczasty,Processeur à Pique,Nucleul Invers,Diken Çekirde?i,Núcleo de púas
ITEM_DESC_20,Getting hit causes you to shoot burst of spikes that deal 300% of your attack,?????????????????\n????????????300%??????????, ??????????????????300%?????,[??] ??????????????????300%?????,Levar dano faz você atirar uma rajada de espinhos que causam 300% do dano do seu Ataque," Al recibir daño, disparas un puñado de púas que hacen un 300% de tu ataque",,"Ungewöhnlich] Wenn du getroffen wirst, schießt du Stacheln, die 300 % deines Angriffs verursachen","??? ????????? ????? ????????? ???? ?? ?????, ????????? 300% ?? ?????? ?????",Po otrzymaniu obra?e? wystrzeliwuje kolce zadaj?ce 300% twojego ataku,Subir des Dégâts vous fait projeter une salve d'épines (de pics ? ) qui infligent 300% de Dégâts,"Când e?ti lovit, lansezi un val de ?epi care provoac? 300% din atacul t?u","Hasar ald???nda, sald?r?n?n %300’ü kadar diken patlamas? f?rlat?rs?n."," Al recibir daño, disparas un puñado de púas que hacen un 300% de tu ataque"
ITEM_NAME_21,Combo Ramp,?????,?????,?????,Aceleração de Combo,Aceleración de Combo,,Kombowelle,?????-?????,Combo rampa,Accélérateur de Combo,Combo Ramp,Kombo T?rman???,Aceleración de combo
ITEM_DESC_21,Combo racks up in multiple of 2s.,????2????????, ???2?????,[??] ???2?????,O Combo aumenta em múltiplos de 2., Tu combo aumentará de 2 en 2,,Kombos werden in 2er-Schritten aufgebaut,????? ?????? ? ????? ? 2.,Combo kumuluje si? w wielokrotno?ciach 2.,Les Combos augmentent par multiples de 2,Combo-urile cresc în multipli de 2,Kombo 2’?er art?r?l?r (ikili katlar halinde birikir)., Tu combo aumentará de 2 en 2
ITEM_NAME_22,Life Syringe,???????,?????,?????,Injetor de Vida,DO NOT TRANSLATE,DO NOT TRANSLATE,Lebensspritze,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Ya?am ??r?ngas?,DO NOT TRANSLATE
ITEM_DESC_22,Excess heals permanently increases max health,???????????????????????????\n????????????, ?????????????????, ?????????????????,Curas excedentes aumentam sua vida máxima permanentemente,DO NOT TRANSLATE,DO NOT TRANSLATE,Überschüssige Heilung erhöht dauerhaft die maximale Gesundheit,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Fazla iyile?tirmeler maksimum can? kal?c? olarak art?r?r.,DO NOT TRANSLATE
ITEM_NAME_23,Missile Core,??????,????,????,Núcleo de Míssil,Núcleo de Misiles,,Raketen Kern,???????? ????,Rdze? rakietowy,Missile,Nucleu Racheta,Füze Çekirde?i,Núcleo de misiles
ITEM_DESC_23,"Chance to spawn homing missile that targets the furthest enemy, explode to deal 300% of your attack",??????????????????\n???????????????????????\n???300%??????????, ?????????????????????????300%?????,[??] ????????????????????????300%?????,"Chance de criar um míssil teleguiado que alveja o inimigo mais longe, explodindo e causando 300% do seu Ataque", Probabilidad de spawner un misil que persigue al enemigo más lejano. Al explotar hace un 300% de tu ataque,,"Chance, eine selbstzielende Rakete zu spannen, die den am weitesten entfernten Gegner trifft und 300% deines Angriffs verursacht.",?????????? ???? ????????? ??????????????? ?????? ?? ?????? ???????? ?????. ????? ??????? 300% ?? ?????? ?????,"Szansa na przyzwanie rakiet samonaprowadzaj?cych na najdalszego przeciwnika, eksploduj? zadaj?c 300% twojego ataku",Chance de lancer un missile guidé qui cible l'ennemi le plus loin. Le faire exploser pour Infliger 300% de Dégâts,?ans? s? lansezi o rachet? ghidat? care ?inte?te cel mai îndep?rtat inamic ?i explodeaz? provocând 300% din atacul t?u,En uzak dü?man? hedefleyen güdümlü füze olu?turma ?ans?; patlad???nda sald?r?n?n %300’ü kadar hasar verir., Probabilidad de invocar un misil que persigue al enemigo más lejano. Al explotar hace un 300% de tu ataque
ITEM_NAME_24,Midas Touch,?????,????,????,Toque de Midas,Toque de Midas,,Midas Touch,??????? ??????,Dotyk Midasa,La Main de Midas,Midas Touch,Midas Dokunu?u,Toque de Midas
ITEM_DESC_24,Gain 10 coins from taking damage,??????????????10??????, ???????10???,[??] ???????10???,Ganhe 10 moedas ao receber dano," Al recibir daño, ganas 10 monedas",,"Ungewöhnlich] Erhalte 10 Münzen, wenn du Schaden nimmst.",+ 10 ????? ??? ????????? ?????,Otrzymaj 10 monet za otrzymywanie obra?e?,Gagner 10 pièces quand vous subissez des dégâts.,Prime?ti 10 monede când iei daune,Hasar al?nca 10 coin kazan?rs?n.," Al recibir daño, ganas 10 monedas"
ITEM_NAME_25,Berserk Core,???????,?????,?????,Núcleo de Fúria,Núcleo de Berserker,,Berserkerkern,???? ????????,Rdze? szale?stwa,Berserkeur,Nucleul Berserk,Ç?lg?nl?k Çekirde?i,Núcleo de berserker
ITEM_DESC_25,"Defeating 2 enemies within 1 second sends you into a frenzy mode for 5s, attack deals 200% more damage",1?????2?????5?????????????????200%?????, ?1????2?????????????5??????200%????, ?1????2?????????????5??????200%????,Derrotar 2 inimigos dentro de 1 segundo te coloca em estado de frenesi por 5 segundos e seus ataques causarão 200% mais de dano," Al inspeccionar 2 virus en menos de 1 segundo, entrarás en el modo frenesí por 5 segundos, donde tendrás un 200% más de daño.",,"Besiege 2 Gegner in 1 Sekunde, um 5 Sekunden lang full Berserker zu gehen. Deine Angriffe verursachen 200% mehr Schaden.","???????? 2 ?????? ?? 1 ???., ????? ????? ? ????? ?????? ?? 5 ???. ? ???? ????????? ????? ??????? ?? 200% ?????? ?????","Pokonanie 2 przeciwników w ci?gu 1 sekundy wprowadza ci? w sza? na 5 sekund, atak zadaje 200% wi?cej",Vaincre 2 ennemis en 1 seconde vous plonge dans un état de frénésie pendant 5s. Les attaques infligent 200% de Dégats supplémentaires.,"Învingerea a 2 inamici într-o secund? te trimite într-o stare de furie timp de 5 secunde, atacul t?u provoac? cu 200% mai mult damage",1 saniye içinde 2 dü?man öldürürsen 5 saniyeli?ine öfke moduna girersin; sald?r? %200 artar.," Al inspeccionar 2 virus en menos de 1 segundo, entrarás en el modo frenesí por 5 segundos, donde tendrás un 200% más de daño."
ITEM_NAME_26,Bug Byte,?????,????,????,Bug Byte,DO NOT TRANSLATE,DO NOT TRANSLATE,Bug Byte,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Hata Bayt?,DO NOT TRANSLATE
ITEM_DESC_26,Heal half a heart for every enemy defeated but reset your max heart to 1,??????????1/2?????\n???????????1????, ???????????????????????1, ???????????????????????1,"Cura metade de um coração para cada inimigo derrotado, mas reseta sua vida máxima em 1",DO NOT TRANSLATE,DO NOT TRANSLATE,"Heile ein halbes Herz für jeden besiegten Gegner, aber setze deine maximale Gesundheit auf 1 Herz zurück.",DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Her dü?man öldürdü?ünde 1/2 Kalp iyile?tirir fakat maksimum kalbini 1’e s?f?rlar.,DO NOT TRANSLATE
ITEM_NAME_27,Coin Scavenger,?????,?????,?????,Catador de Moedas,Saqueador de Monedas,,Münzensammler,?????????? ?????,Zbieracz monet,Accumulateur de pièce,Colector de B?nu?i,Coin Avc?s?,Saqueador de monedas
ITEM_DESC_27,Guaranteed gaining a coin from files,?????????????+1,????????????+1, ????????????+1,Sempre ganha uma moeda dos arquivos,Incrementa la cantidad de monedas ganas por archivo en 1,,Garantiert eine münze beim Aufsammeln von Dateien.,?????? ???? ?????????????? ???????? ??????,Gwarantowane otrzymanie monety z pliku,100% de Chance de gagner 1 pièce avec les fichiers,M?re?te num?rul de b?nu?i ob?inute din fi?iere cu 1,Dosyalardan garanti olarak 1 coin elde et.,Incrementa la cantidad de monedas que ganas por archivo en 1
ITEM_NAME_28,Boombomb,?????,????,????,Bombaboom,BombaBoom,,Boombomb,????????,Boombomb,Boombomb,Boombomb,Bombaboom,BombaBoom
ITEM_DESC_28,Chance to spawn bomb towards the cursor on hit and explodes to deal 500% of your attack ,?????????????????????????????\n???????????500%??????????, ??????????????????????500%?????,[??] ??????????????????????500%?????,"Chance de criar uma bomba em direção do cursor ao ser atingido e explodir, causando 500% do seu Ataque", Probabilidad de generar una bomba hacia el cursor al golpear y explota causando un 500% de tu ataque,,"Chance, eine Bombe in Richtung Cursor zu werfen, die bei Aufprall explodiert und 500% deines Angriffs verursacht.",?????????? ???? ????????? ????? ? ??????????? ??????? ?? ????? ?????. ????? ??????? 500% ?? ?????? ?????,"Szansa na pojawienie si? bomby w kierunku kursora przy trafieniu, która eksploduje zadaj?c 500% twojego ataku","Chance à chaque coup de faire apparaître une bombe vers le curseur, qui explose pour infliger 500% de Dégâts","?ans? de a genera o bomb? c?tre cursor la lovitur?, care explodeaz? provocând 500% din atacul t?u",Vuru?ta imlece do?ru bomba olu?turma ?ans?; bomba patlad???nda sald?r?n?n %500’ü kadar hasar verir., Probabilidad de generar una bomba hacia el cursor al golpear y explota causando un 500% de tu ataque
ITEM_NAME_29,Frost Sign,???????,????,????,Sinal de Gelo,Señal de Hielo,,Frost Sign,???? ????,Mro?ny znak,Flocon,Semnul Înghe?ului,Donmu? ?mza,Señal de hielo
ITEM_DESC_29,Chance to spawn orbiting snow flake on hit that slows enemies and deal 100% of your attack ,???????????????????????\n????????????????????????\n???????????100%?, ?????????????????????????100%?????,[??] ?????????????????????????100%?????,"Chance de gerar um floco de neve orbitante ao ser atingido, desacelerando inimigos e causando 100% do seu Ataque", Probabilidad de generar un copo de nieve que orbita a tu alrededor. Hara un 100% de tu ataque y ralentizará a los virus al contacto,,"Chance, einen schwebenden Schneeflocken Orb zu spawnen, der Gegner verlangsamt und 100% deines Angriffs verursacht.","?????????? ???? ??????? ??????????? ????????, ??????????? ?????? ? ????????? 100% ?? ?????? ?????",Szansa na pojawienie si? orbituj?cego p?atka ?niegu spowalniaj?cego i zadaj?cego 100% twojego ataku przy uderzeniu,Chance à chaque coup de faire apparaître un flocon en orbite autour de vous qui ralentis les ennemis et leur inflige 100% de Dégâts,?ans? s? generezi un fulg de z?pad? orbitant la lovitur? care încetine?te inamicii ?i provoac? 100% din atacul t?u,Vuru?ta etraf?nda dönen bir kar tanesi olu?turma ?ans?; yava?lat?r ve sald?r?n?n %100’ü kadar hasar verir., Probabilidad de generar un copo de nieve que orbita a tu alrededor. Inflige un 100% de tu ataque y ralentizará a los virus al contacto
ITEM_NAME_30,Mystery Chest,????,????,????,Baú Misterioso,Cofre Misterioso,,Mystery Chest,???????????? ??????,Tajemnicza skrzynia,Coffre mystère,Cuf?r Misterios,Gizemli Sand?k,Cofre misterioso
ITEM_DESC_30,Gain 2 random mods,?????MOD?2??????, ??2?????, ??2?????,Ganhe 2 mods aleatórios, Gana 2 mods aleatorios,,Erhalte 2 zufällige Mods.,???? 2 ????????? ????,Zyskaj 2 losowe mody,Gagnez 2 modifications aléatoires.,Prime?ti 2 modific?ri aleatorii,2 rastgele mod kazan?rs?n., Gana 2 mods aleatorios
ITEM_NAME_31,Extortion Core,???????,????,????,Núcleo de Extorção,Núcleo de Extorsión,,Erpressungs Kern,???? ??????????????,Rdze? ?dzierstwa,Extorsion,Nucleu de Extorcare,Zorbal?k Çekirde?i,Núcleo de extorsión
ITEM_DESC_31,Chance to gain 1 coin on hit,??????????????????+1, ??????????1???,[??] ??????????1???,Chance de ganhar 1 moeda ao acertar um ataque, Probabilidad de ganar 1 moneda al golpear,,"Chance, bei einem Treffer 1 Münze zu erhalten.",?????????? ???? ???????? 1 ?????? ??? ????????? ?? ?????,Szansa na zyskanie 1 monety przy uderzeniu,Chance de gagner 1 piece à chaque coup.,?ans? s? prime?ti 1 ban la lovitur?,Vuru?ta 1 coin kazanma ?ans?., Probabilidad de ganar 1 moneda al golpear
ITEM_NAME_32,Clean Strike,?????????,????,????,Ataque Preciso,Golpe Confiado,,Sauberer Schlag,?????? ????,Czyste uderzenie,Frappe Nette,Strike Curat,Temiz Vuru?,Golpe limpio
