keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
VIRUS_NAME_6,Virus6_Moai,????6_???,??6_?????,??6_?????,Vírus6_Moai,Virus6_Moai,,Virus6_Moai,?????6_????,Wirus6_Moai,Virus6_Moai,Virus6_Moai,Virus6_Moai,Virus6_Moai
VIRUS_DESC_6,These stone watchers have risen up from their ancient times after everyone started using them as emotes. Now they observe and log your moves and crushes your system.,????????????????????????????\n????????????\n?????????????????\n????????????????,???????????????????????????????????????????????????,?????????????????????????????????????????????????,Esses vigias de pedra se ergueram de seus tempos antigos depois que todo mundo começou a usá-los como emotes. Agora eles observam e registram seus movimentos (e esmagam seu sistema).,Estos observadores de piedra han vuelto de tiempos antiguos con el uso cotidiano de estos como emojis. Ahora ellos observan y registran tus movimientos para estallar tu sistema informático.,,"Diese steinernen Wächter sind aus uralten Zeiten erwacht, nachdem jeder sie als Emoji benutzt hat.","???????? ?????? ?????????, ?????????? ????? ????, ??? ?? ?????? ???????????? ? ???? ??????. ?????? ??? ?????? ?? ?????????????, ????????? ?????? ??? ???????? ? ?????? ???????.",Ci kamienni obesrwatorzy przybyli z staro?ytnych czasów po tym jak ka?dy zacz?? ich u?ywa? jako emotikonów. Teraz obserwuj? i zapisuj? twój ka?dy ruch aby zmia?d?y? twój system,Ces golems scrutateurs ont commencé à revenir sur le devant de la scène après qu'Internet ait commencé à les utiliser comme emotes. Il observent et notent à présent votre activité tout en écrasant votre système,Ace?ti str?jeri de piatr? s-au ridicat din timpurile antice dup? ce to?i au început s?-i foloseasc? drept emoji. Acum î?i observ? mi?c?rile ?i î?i zdrobesc sistemul.,"Herkes onlar? emote olarak kullanmaya ba?lay?nca bu ta? gözlemciler eski zamanlar?ndan yeniden yükseldi. Art?k hareketlerinizi gözetler, kaydeder ve sisteminizi çökertir.",Estos observadores de piedra han vuelto de tiempos antiguos con el uso cotidiano de estos como emojis. Ahora ellos observan y registran tus movimientos para estallar tu sistema informático.
VIRUS_NAME_7,Virus7_User,????7_????,??7_??,??7_???,Vírus7_Usuário,Virus7_Usuario,,Virus7_Nutzer,?????7_????????????,Wirus7_Uzytkownik,Virus7_Uitilisateur,Virus7_User,Virus7_Kullan?c?,Virus7_Usuario
VIRUS_DESC_7,A corrupted identity that believes it is the user and was once the system guardian. Now it attacks anything that tries to mess with user permissions.,??????????????????????????\n??????????????????????????\n????????????????\n????????????????,?????????????????????????????????????????,???????????????????????????????????????????,Uma identidade corrompida que acredita ser o usuário e que um dia foi o guardião do sistema. Agora ataca qualquer coisa que tentar mexer nas permissões de usuário.,Un identidad corrupta que cree ser el usuario y una vez fue el guardián del sistema. Ahora ataca a cualquiera que trata de usar permisos de usuario.,,"Eine korrumpierte Identität, die glaubt, der Benutzer zu sein… Einst der Hüter des Systems, nun ein Feind","?????????? ????????, ?????????, ??? ??? – ??? ????????????. ?????-?? ??????? ????????? ??????????, ? ?????? ??????? ???, ??? ???????? ?? ????? ???????.","Skorumpowana jednostka, która wierzy, ?e jest u?ytkownikiem i by?a kiedy? obro?c? systemu. Teraz atakuje cokolwiek co próbuje bawi? si? uprawnieniami u?ytkownika",Une identité corrompue pensant être un utilisateur et anciennement le gardien du système. Il attaque à présent tout ce qui tente de modifier les permissions d'utilisateur,O identitate corupt? care crede c? este utilizatorul ?i care a fost cândva gardianul sistemului. Acum atac? orice încearc? s? modifice permisiunile utilizatorului.,Kendini kullan?c? zanneden bozulmu? bir kimlik; eskiden sistemin koruyucusuydu. ?imdi kullan?c? izinleriyle oynanmas?na kar?? ç?kan her ?eye sald?r?r.,Un identidad corrupta que cree ser el usuario y una vez fue el guardián del sistema. Ahora ataca a cualquiera que trata de usar permisos de usuario.
VIRUS_NAME_8,Virus8_Worm,????8_???,??8_??,??8_??,Vírus8_Worm,Virus8_Gusano,,Virus8_Wurm,?????8_?????,Wirus8_Robak,Virus8_Ver,Virus8_Worm,Virus8_Solucan,Virus8_Gusano
VIRUS_DESC_8,"Many worms has been seen ever since the attack of The First Bug, spreading itself across networks. They burrow themselves in your folders.",?????????????????\n??????????????????\???????????…\n?????????????…,?“Bug??”?????????????????????????????????????????,??Bug???????????????????????????????????????????,"Muitas worms foram vistas desde o ataque do Bug Primordial, se espalhando através da rede. Elas se enterram dentro de pastas.","Muchos gusanos han sido avistados tras el ataque de 'Boss1_ElPrimerBug', esparciéndose por redes. Ahora habitan en tus carpetas.",,"Seit dem Angriff des FirstBug tauchen viele Würmer auf, die sich über Netzwerke verbreiten.","????? ????? ??????? ???a ? ???? ????????? ????? ?????, ?????????????? ?? ?????? ? ???????????. ??? ???? ???? ?????? ??????????, ??????? ??? ?? ????? ????.","Wiele robaków zosta?o zaobserwowane po ataku pierwotnego robala, rozprzestrzeniaj?cego si? poprzez ró?ne sieci. Zakopuj? si? w twoich folderach.","Bien des vers ont vu le jour depuis l'apparition du Bug Primordial, se propageant dans tout internet. Ils adorent creuser dans vos dossiers.","Multe viermi au fost v?zu?i de la atacul Primului Bug, r?spândindu-se prin re?ele. Se ascund adânc în folderele tale.",The First Bug sald?r?s?ndan beri birçok solucan görüldü; a?lar boyunca yay?larak klasörlerinize girip yerle?irler.,"Muchos gusanos han sido avistados tras el ataque de El primer bug, esparciéndose por redes. Ahora habitan tus carpetas."
VIRUS_NAME_9,Virus9_Spyder,????9_?????,??9_??,??9_??,Vírus9_Espiaranha,Virus9_Aracnoespía,,Virus9_Spyder,?????9_?????,Wirus9_Paj?k,Virus9_Arraygnée,Virus9_Spyder,Virus9_Spyder,Virus9_Araña
VIRUS_DESC_9,"A web crawler turned predator, it builds web bombs that detonates to trap the user. Hijacking your web browser and stealing session data.",????????????????\n??????????????????\n????????????????????????????????,???????????????????“??”??????????????????????????????,??????????????????????????????????????????????????????,"Um rastreador web que virou predador, a espiaranha constrói web-bombas que detonam e aprisionam o usuário, tomando controle do navegador web e roubando dados de sessão.","Un rastreador web convertido en depredador, construye bombas web que detonan para atrapar al usuario. Secuestra tu navegador y roba datos de sesión.",,"Ein Webcrawler, der zum Raubtier wurde. Er spinnt Netze aus Sprengfallen, um den Benutzer zu fangen und übernimmt deine Firewalls.","??????? ????, ???????????? ?? ?????????? ???????? ? ?????????? ???????. ??????? ???-?????, ??????????? ????????????, ????????????? ??????? ? ?????? ?????????? ??????.","Przegl?dacz sieci zamieniowy w predatora, buduje bomby sieciowe, które po zdetonowaniu ?api? u?ytkownika. Przejmuj?c twoj? przegl?dark? i kradn?c dane sesji.","une écumeuse du net devenu prédatrice. Elle piège ses proies dans des guet-apens explosifs, prenant contrôle votre navigateur et dérobant vos précieuses données","Un robot web devenit pr?d?tor, construie?te bombe web care detoneaz? pentru a prinde utilizatorul. Î?i deturneaz? browserul ?i î?i fur? datele de sesiune.",Avc?ya dönü?mü? bir web taray?c?s?; kullan?c?y? tuza?a dü?ürmek için web bombalar? olu?turur. Taray?c?n?z? ele geçirip oturum verilerini çalar.,"Un rastreador web convertido en depredador, construye bombas web que detonan para atrapar al usuario. Secuestra tu navegador y roba datos de sesión."
VIRUS_NAME_10,Virus10_SpyderEgg,????10_????????,??10_???,??10_???,Vírus10_OvoEspiaranha,Virus10_HuevoAracnoespía,,Virus10_Spyderei,?????10_???????????,Wirus10_JajoPaj?ka,Virus10_OeufArraygnée,Virus10_SpyderEgg,Virus10_SpyderEgg,Virus10_Huevodearaña
VIRUS_DESC_10,"Laid by the ruler of Spyders, it pulses faintly like heartbeats. They are malicious scripts embedded in websites and hatches spyder periodically.",???????????????????\n?????????????????\nWeb??????????????????????\n???????????????????,???????????????????????????????????????,???????????????????????????????????????,"Depositado pelo líder das Espiaranhas, emite um pulso fraco tal qual batidas de coração. São scripts maliciosos embutidos em sites e faz eclodir uma Espiaranha periodicamente.","Perteneciente al gobernante de las 'Aracnoespías', emite pulsos ligeros como de látidos. Son scripts maliciosos incrustados en páginas web que eclosionan en 'Aracnoespías' periodicamente.",,"Vom Herrscher der Spider gelegt, es pulsiert teilweise wie ein Herzschlag. Im Inneren verbergen sich bösartige Skripte.","???????? ?????????? ???????. ????? ??????????, ?????? ??????. ??? ?????????? ??????? ???????????? ? ????? ? ???????????? ????????? ????? ???????.","Sk?adane przez w?adce paj?ków, pulsuj? lekko jak bicie serca. S? to z?o?liwe skrypty osadzone w stronach internetowych, któe co jaki? czas wykluwaj? paj?ki","Pondues par la matriarche des Arraygnées, ils émettent une faible pulsation tel les battement d'un coeur. De malicieux scripts nichés dans les recoins du net, donnant periodiquement naissance à de nouvelles saletés.","Depus de conduc?torul Spyders, pulseaz? u?or ca o b?taie de inim?. Sunt scripturi mali?ioase ascunse în site-uri care eclozeaz? periodic spydere.","Spyders'?n yöneticisi taraf?ndan b?rak?lan, kalp at??? gibi hafifçe titre?en bir yumurta. Web sitelerine gömülü kötü amaçl? scriptlerdir ve periyodik olarak spyder ç?kar?rlar.","Perteneciente al gobernante de las arañas, emite pulsos ligeros como de latidos. Son scripts maliciosos incrustados en páginas web que eclosionan en arañas periódicamente."
VIRUS_NAME_11,Virus11_Helper,????11_????,??11_??,??11_??,Vírus11_Ajudante,Virus11_Ayudante,,Virus11_Helfer,?????11_????????,Wirus11_Asystent,Virus11_Assistant,Virus11_Helper,Virus11_Yard?mc?,Virus11_Ayudante
VIRUS_DESC_11,"It was said that it was once a system repair tool but now, it fires a corrupted pulse that repairs viruses.",??????????????????\n??????????????????????????????????,??????????????????????“??”???,?????????????????????????????,"Dizem que já foi uma ferramenta de reparo do sistema, mas agora emite um pulso corrompido que conserta vírus.","Se dice que fue una herramienta de reparación del sistema, pero ahora, emite pulsos corruptos que curan otros virus.",,"Ein Systemreperatur-Tool, jetzt sendet es verdorbene Impulse aus, die Viren statt Fehler reparieren.","?????-?? ??? ????????? ???????????? ??????????????. ?????? ???????? ?????????? ????????, ??????? ??????? ? ??????? ?????? ?????.","Chodz? s?uchy, ?e by?o to kiedy? narz?dzie do naprawy systemu, lecz teraz strzela korupcyjnym pulsem, który naprawia wirusy.","On raconte que ces choses étaient autrefois des outils de maintenance système mais à présent, ils émettent des pulsations, soignant les autres bugs","Se spune c? a fost cândva un instrument de reparare a sistemului, dar acum lanseaz? un puls corupt care repar? viru?ii.",Bir zamanlar sistem onar?m arac? oldu?u söylenirdi; ?imdi ise virüsleri onaran bozuk bir darbe yay?yor.,"Se dice que fue una vez una herramienta de reparación del sistema, pero ahora, emite pulsos corruptos que curan otros virus."
VIRUS_NAME_12,Virus12_BootSector,????12_??????,??12_????,??12_????,Vírus12_BootSector,Virus12_BootSector,,Virus12_BootSektor,?????12_?????????,Wirus12_SektorRozruchowy,Virus12_BootSector,Virus12_BootSector,Virus12_BootSector,Virus12_Sectordereinicio
VIRUS_DESC_12,"One of the oldest threats in history, infecting the boot sector of a storage device. If not removed immediately, it will brick your system",????????????????\n??????????????????????\n?????????????????????,????????????????????????????????????????,????????????????????????????????????????,"Uma das mais antigas ameaças da história, a infecção do setor de boot de um dispositivo de armazenamento. Se não for removido imediatamente, pode inutilizar um sistema","Una de las amenazas más antiguas de la historia, que infecta el sector de arranque de un dispositivo de almacenamiento. Si no se elimina de inmediato, bloqueará el sistema.",,"Eine der ältesten Bedrohungen: befällt den Bootsektor eines Datenträgers. Wird sie nicht rechtzeitig entfernt, folgt der Untergang.",???? ?? ?????????? ???????? ?????????. ???????? ??????????? ?????? ???????? ? ??? ??????????? ????????? ??????? ??????? ?? ?????.,"Jedeno z najstarszych zagro?e? w historii, infektuje sektor rozruchowy urz?dzenia. Je?eli nie usuniesz go natychmiastowo, zdewastuje twój system.",L'une des premières menaces de l'histoire (WIP),"Una dintre cele mai vechi amenin??ri din istorie, infecteaz? sectorul de pornire al unui dispozitiv de stocare. Dac? nu este eliminat imediat, î?i va bloca complet sistemul.",Tarihteki en eski tehditlerden biri; bir depolama ayg?t?n?n önyükleme sektörünü enfekte eder. Hemen temizlenmezse sisteminizi kullan?lmaz hâle getirir.,"Una de las amenazas más antiguas de la historia, que infecta el sector de arranque de un dispositivo de almacenamiento. Si no se elimina de inmediato, bloqueará el sistema."
VIRUS_NAME_13,Virus13_C00k13M0nst3r,????13_C00k13?????,??13_C00k13??,??13_C00k13??,Vírus13_C00k13M0nst3r,Virus13_MonstruoGalletas,,Virus13_KeksMonster,?????13_??????????,Wirus13_CiasteczkoywPotwór,Virus13_M4c4r0n,Virus13_C00k13M0nst3r,Virus13_Kurabiye Canavar?,Virus13_Monstruodegalletas
VIRUS_DESC_13,"A dark parody that constantly munching on data crumbs. It harvests session cookies, login tokens and your preferences.",?????????????????????\n?????Cookie?????????????????????????????,?????????????????????????????Cookie??????????????,??????????????????????????????? Cookie??????????????,"Uma paródia macabra que se alimenta constantemente de migalhas de dados. Ele absorve cookies de sessão, tokens de login e as suas preferências.","Una parodia oscura que constantemente se alimenta de migajas de datos. Recopila cookies de sesión, tokens de inicio de sesión y tus preferencias.",,"Eine düstere Parodie, die ständig Datenkrümel verschlingt. Sie stiehlt Sitzung-Cookies, Login-Tokens und Freude.","???? ???????, ?????????? ?????? ??????: ?????????? ????, ?????? ????? ? ???????????????? ?????????.","Mroczna parodia, która ciagle nieustannie chrupie okruchy danych. Zbiera cisateczka sesji, tokeny logowania i twoje preferencje.","Une sombre parodie grignotant toute miette de donnée possible. Ils adorent vos cookies, token de connexion et vos préférences","O parodie întunecat? care ron??ie constant firimituri de date. Recolteaz? cookie-uri de sesiune, token-uri de autentificare ?i preferin?ele tale.","Veri k?r?nt?lar?n? sürekli yiyen karanl?k bir taklitçi. Oturum çerezlerini, giri? tokenlar?n? ve tercihlerinizi toplar.","Una parodia oscura que se alimenta constantemente de migajas de datos. Recopila cookies de sesión, tokens de inicio de sesión y tus preferencias."
VIRUS_NAME_14,Virus14_Byrd,????14_???,??14_???,??14_???,Vírus14_Byrd,Virus14_Pájaro,,Virus14_Byrd,?????14_????,Wirus14_Ptak,Virus14_Oazo,Virus14_Byrd,Virus14_Byrd,Virus14_Pájaro
VIRUS_DESC_14,Noot Noot! Ping-wuu finally learnt to fly.. crashing into your taskbar.,???????????????????…\n??????????????????,???????????,????????????,Noot Noot! Ping-wuu aprendeu a voar... e acertou a sua barra de tarefas.,¡Noot Noot! Ping-wuu ha aprendido a volar.. Estallandose en tu barra de herramientas,,Noot Noot! Ping-wuu hat endlich fliegen gelernt… und ist direkt in deine Taskleiste gestürzt.,??? ???! ????-??? ??????? ???????? ??????... ? ??????? ?????? ????? ??? ?????? ????????????.,Noot noot! Ping-woo w ko?cu nauczy? si? lata?... Rozbijaj?c si? o twój pasek zada?.,Noot Noot ! Il semblerait que Pingwu ait enfin appris à voler... Pour se vautrer dans votre barre des tâches,Noot Noot! Ping-wuu a înv??at în sfâr?it s? zboare... pr?bu?indu-se în taskbar-ul t?u.,Noot Noot! Penguven sonunda uçmay? ö?rendi... (ama görev çubu?una çak?ld?.),"¡Noot, noot! Ping-wuu ha aprendido a volar.. Estrellándose en tu barra de herramientas."
VIRUS_NAME_15,Virus15_Book,????15_???,??15_?,??15_?,Vírus15_Livro,Virus15_Libro,,Virus15_Buch,?????15_?????,Wirus15_Ksi??ka,Virus15_Bouquin,Virus15_Book,Virus15_Kitap,Virus15_Libro
VIRUS_DESC_15,It's a malicious 400-pages pdf book titled 'How to exit Vim',?Vim???????????????????PDF?\n???400???????,????????????“C++15???”?,?????????????C++ 15 ?????,"Um pdf malicios de 400 páginas entitulado ""Como sair do Vim""",Es un maligno libro pdf de 400 páginas titulado: 'Cómo salir de Vim',,"Eine bösartige 400-seitige PDF mit dem Titel ,, Wie man Vim beendet.’’",??????????? PDF ?? 400 ??????? ??? ????????? «??? ????? ?? Vim».,To z?o?liwy 400 stronicowa ksi??ka pdf o tytule 'Jak wyj?c z Vim'a',"Un abominable manuel pdf de 400 pages intitulé ""Comment sortir de Vim""",Este o carte PDF mali?ioas? de 400 de pagini intitulat? „How to exit Vim”.,'How to exit Vim' ba?l?kl? 400 sayfal?k kötü amaçl? bir PDF kitap.,Es un maligno libro PDF de 400 páginas llamado: «Cómo salir de Vim»
VIRUS_NAME_16,Virus16_Conficker,????16_???????,??16_????,??16_????,Vírus16_Conficker,Virus16_Conficker,,Virus16_Conficker,?????16_Conficker,Wirus16_Conficker,Virus16_Conficker,Virus16_Conficker,Virus16_Conficker,Virus16_Conficker
VIRUS_DESC_16,Conficker's just a harmless kite! (He's not harmless),????????\n????????????????????,???????‘????’????????Windows????????????????BOSS?,????????????????????? Windows ???????????????? BOSS?,A Conficker é só uma pipa inofensiva! (Ela não é inofensiva),Conficker solo es una cometa inofensiva (No lo es),,Es ist Conficker! Nur ein harmloses Tool! (Er ist nicht harmlos.),Conficker – ?????-??????? ?????????? ????????? ????! (?????? ?? ??????????),Conficker to po prostu nieszkodliwy latawiec!  (Zdecydowanie nie jest nieszkodliwy),C'est juste un cerf-volant tout gentil ! (Il est pas gentil),Conficker e doar un zmeu inofensiv! (Nu e deloc inofensiv.),Conficker sadece zarars?z bir uçurtmaym?? gibi davran?r! (Asl?nda zarars?z de?il.),¡Conficker solo es una cometa inofensiva! (No lo es)
VIRUS_NAME_17,Virus17_Stuxnet,????17_????????,??17_????,??17_????,Vírus17_Stuxnet,Virus17_Stuxnet,,Virus17_Stuxnet,?????17_Stuxnet,Wirus17_Stuxnet,Virus17_Stuxnet,Virus17_Stuxnet,Virus17_Stuxnet,Virus17_Stuxnet
VIRUS_DESC_17,The first known cyberweapon that's designed to cause physical destruction.,?????????????????????????????,????‘??????’????????????????????????????,?????????????????????????????????????????????,A primeira arma cibernética desenhada para causar destruição física.,La primera cyberarma que fue diseñada para destruir en el mundo físico,,Die erste bekannte Cyberwaffe die physische Zerstörung verursachen sollte.,?????? ????????? ?????? ???????????. ?????? ??? ????????? ????????? ??????????? ??????.,"Pierwsza znana cyberbro?, która zosta?a zaprojektowana do powodowania fizycznych zniszcze?.",La première cyber arme conçu pour des faire des dégâts biens réels,"Prima arm? cibernetic? cunoscut?, proiectat? s? provoace distrugere fizic?.",Fiziksel y?k?m yaratmak üzere tasarlanm?? bilinen ilk siber silah.,La primera cyberarma que fue diseñada para destruir en el mundo físico.
VIRUS_NAME_18,Virus18_Popper,????18_????,??18_????,??18_????,Vírus18_Popper,Virus18_Anuncio,,Virus18_Popper,?????18_??????????,Wirus18_wyskakiwacz,Virus18_Popper,Virus18_Popper,Virus18_Popper,Virus18_Anuncio
VIRUS_DESC_18,You probably should not have searched 'free robax generator 2025 no survey',???????\n?????Rob?x ?? ??????? 2025?\n??????????…,??????????“??Q??????”?,?????????????Q????????,"Era melhor não ter pesquisado por ""gerador de robux grátis 2025""",Probablemente no deberías haber buscado 'Robax generador gratis 2025 no encuesta',,Du hättest wirklich nicht nach ..Free robax generator 2025 no survey’’ suchen sollen.,?? ?????? ??????? «?????????? ????????? ???????? 2025 ??? ??? ? ???????????»,Prawdopodobnie nie powiniene? szuka? 'generator darmowych robax'ów 2025 bez ankiety',"Tu n'aurais peut-être pas dû rechercher ""Générateur de Robax Gratuit 2025""",Probabil n-ar fi trebuit s? cau?i „cs 1.6 wallhack no virus”.,Muhtemelen 'Bedava robux 2025' gibi ?eyler aramamal?yd?n.,Probablemente no deberías haber buscado «Generador de robax gratis 2025 sin encuesta»
VIRUS_NAME_19,Virus19_Smurf,????19_????,??19_???,??19_???,Vírus19_Smurf,Virus19_Smurf,,Virus19_Schlumpf,?????19_?????,Wirus19_Smerf,Virus19_Schtroumpf,Virus19_Smurf,Virus19_Cüce,Virus19_Smurf
