keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
UI_STAT_DODGE_RATE,Dodge Rate,???,???,???,Taxa de Esquiva,Probabilidad de Esquive,,Ausweichrate,???? ?????????,Szansa na unik,Taux d'esquive,?ans? de Eschiv?,Kaç?nma Oran?,Probabilidad de esquivar
UI_STAT_CRIT_RATE,Crit Rate,???????,???,???,Taxa de Crítico,Probabilidad de Crítico,,Krit-Rate,???? ?????,Szansa na trafienie krytyczne,Taux de coup critique,?ans? de Lovitur? Critic?,Kritik Oran?,Probabilidad de crítico
UI_STAT_CRIT_DAMAGE,Crit Damage,??????????,????,????,Dano Crítico,Daño Crítico,,Kritischer Schaden,????. ????,Obra?enia krytyczne,Dégats critiques,Damage Critic,Kritik Hasar,Daño crítico
UI_OPTIONS_MASTER_VOL,Master Volume,?????????,???,???,Volume Principal,Volumen General,,Gesamt Lautstärke,????? ?????????,G?o?no?? ogólna,Volume General,Volum Principal,Ana Ses,Volumen general
UI_OPTIONS_BGM_VOL,Music Volume,BGM?????,????,????,Volume da Música,Volumen de la Música,,Musik Lautstärke,????????? ??????,G?o?no?? muzyki,Volume de la musique,Volum Muzic?,Müzik Sesi,Música
UI_OPTIONS_SFX_VOL,Sound Effects Volume,????????,????,????,Volume de Efeitos Sonoros,Volumen de los Efectos,,Sound Effekt Lautstärke,????????? ??????,G?o?no?? efektów specjalnych,Volume des effets,Volum Efecte Sonore,Efekt Sesi,Efectos de sonido
UI_OPTIONS_DISPLAY_MODE,Display Mode,?????????,????,????,Modo de Exibição,Modo de Visualización,,Anzeige Modus,????? ??????,Tryb wy?wietlania,Mode d'affichage,Mod de afi?are,Görüntü Modu,Modo de visualización
UI_OPTIONS_RESOLUTION,Resolution,???,???,???,Resolução,Resolución,,Auflösung,??????????,Rozdzielczo??,Résolution,Rezolu?ie,Çözünürlük,Resolución
UI_OPTIONS_RESOLUTION_OPTION_1,Fullscreen,???????,??,???,Tela Cheia,Pantalla Completa,,Vollbildschirm,?????? ?????,Pe?ny ekran,Plein écran,Ecran complet,Tam Ekran,Pantalla completa
UI_OPTIONS_RESOLUTION_OPTION_2,Borderless,?????,???,???,Sem Bordas,Sin Bordes,,Randlosermodus,???? ??? ?????,Okno bez ramki,Fenêtré sans bordure,F?r? margini,Kenarl?ks?z,Sin bordes
UI_OPTIONS_RESOLUTION_OPTION_3,Windowed,???????,???,????,Janela,Con Ventana,,Fenstermodus,????,Okno bez ramki,Fenêtré,În fereastr?,Pencereli,Ventana
UI_OPTIONS_VSYNC,VSync,????,????,????,VSync,VSync,,VSync,??????. ?????????????,Vsync,Syncro verticale,VSync,VSync,Sincronización vertical
UI_OPTIONS_CRT,CRT Filter,CRT?????,CRT??,CRT??,Filtro CRT,Filtro CRT,,CRT Filter,CRT-??????,Filtr CRT,Filtre cathodique,Filtru CRT,CRT Filtresi,Filtro CRT
UI_OPTIONS_SCREENSHAKE,Screenshake,????,????,????,Screenshake,Agitación de la Pantalla,,Bildschirmschütterung,???????? ??????,Trz?sienie ekranu,Tremblements d'écran,Tremur ecran,Ekran Sars?nt?s?,Temblor de pantalla
UI_OPTIONS_MOUSE_SENSITIVITY,Mouse Sensitivity,?????,?????,?????,Sensibilidade do Mouse,Sensibilidad del Ratón,,Maus Sensitivität ,???????????????? ????,Czu?os? myszy,Sensibilité de la souris,Sensibilitate mouse,Fare Hassasiyeti,Sensibilidad del ratón
UI_OPTIONS_COMBAT_BACKGROUND,Combat Background Intensity,???????????,??????,??????,Intensidade do Fundo de Combate,Intensidad del Fondo en Combate,,Kampfhintergrundintensität,????????????? ???? ? ???,Intensywnos? t?a w walce,Intensité du fond en combat,Intensitatea fundalului de lupt?,Sava? Arka Plan Yo?unlu?u,Intensidad del fondo en combate
UI_MENU_LABEL_START,Start,????,??,??,Iniciar,Iniciar,,Start,??????,Startuj,Commencer,Start,Ba?lat,Iniciar
UI_MENU_LABEL_CONTINUE,Continue,???????,??,??,Continuar,Continuar,,Weiter,??????????,Koontynuuj,Continuer,Continu?,Devam Et,Continuar
UI_MENU_LABEL_OPTIONS,Options,?????,??,??,Opções,Opciones,,Optionen,?????????,Opcje,Options,Op?iuni,Ayarlar,Opciones
UI_MENU_LABEL_QUIT,Quit,??,??,??,Sair,Salir,,Beenden,?????,Wyjd?,Quitter,Ie?ire,Ç?k??,Salir
UI_MENU_LABEL_LOG,Log,??,??,??,Registro,Registro,,Protokoll,??????,Dziennik,Registre,Jurnal,Günlük,Registro
UI_MENU_LABEL_DATABASE,Database,??????,???,???,Banco de Dados,Base de Datos,,Datenbank,???? ??????,Baza danych,Base de donnée,Baz? de date,Veritaban?,Base de datos
UI_MENU_LABEL_CREDITS,Credits,?????,??????,??????,Créditos,Créditos,,Credits,??????,Twórcy,Crédits,Credite,Katk?da Bulunanlar,Créditos
UI_MENU_LABEL_WISHLIST,Wishlist,????????,??????,??????,Lista de Desejos,Lista de Deseos,,Wunschliste ,? ????????,Lista ?ycze?,Liste de souhait,List? de dorin?e,?stek Listesi,Lista de deseos
UI_MENU_LABEL_DISCORD,Discord,Discord,Discord,Discord,Discord,Discord,,Discord,Discord,Discord,Discord,Discord,Discord,Discord
UI_MENU_LABEL_SECRETS,Secrets,??????,????,????,Segredos,Secretos,,Geheimnisse,???????,Sekrety,Secrets,Secrete,S?rlar,Secretos
UI_MENU_LABEL_SHOP,Shop,????,??,??,Loja,Tienda,,Shop,???????,Sklep,Magasin,Magazin,Ma?aza,Tienda
