keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
UI_WINDOW_NAME_WISHLIST,Thank you for playing!,プレイしてくれてありがとう！,感谢游玩！,感謝遊玩！,Obrigado por jogar!,¡Gracias por jugar!,,,Спасибо за игру!,,,Iți mulțumesc că te-ai jucat!,Oynadığın için teşekkürler!,¡Gracias por jugar!
UI_ADS_WINDOW_OFFER_1,"FREE KEYS!\n\nThat's right, I'm just that generous!\nUnlock zips and the secrets of the universe!\nJust don't ask me where the zips are..",ただいま、キー配布中！\n太っ腹でしょう？\nZIP解凍！宇宙の謎も解禁！\nまあ、ZIPファイルの在りかは教えられませんが…,免费钥匙大放送！\n\n你没看错，我就是这么豪！\n解封ZIP文件，解锁宇宙终极奥秘！\n……不过位置我是不会说的啦！,免費密鑰大放送！\n\n你沒看錯，我就是這麼豪！\n解封 ZIP 檔案，解鎖宇宙最終祕密！\n……不過地點我可不會告訴你啦！,"CHAVES GRÁTIS!\n\nÉ isso aí, eu sou generoso assim mesmo!\nDesbloqueie zips e os segredos do universo!\nSó não me pergunte onde estão os zips..","¡LLAVES GRATIS!\n\n¡Has leido bien, solo soy generoso!\n¡Desbloquea zips y secretos del universo!\nAh si... No me preguntes donde encontrar los zips...",,,"БЕСПЛАТНЫЕ КЛЮЧИ!\n\nТы не ослышался – сегодня я щедр, как никогда!\nОткрывай ZIP-файлы и тайны вселенной!\nТолько не спрашивай, где сами ZIP-файлы...",,,"CHEI GRATIS!\n\nDa da, sunt doar foarte generos!\nDeblochează zip-uri și secrete ale acestui univers!\nDoar nu mă întreba unde sunt arhivele...","ÜCRETSİZ ANAHTARLAR!\n\nEvet doğru duydun, o kadar cömertim!\nZip’leri ve evrenin sırlarını aç!\nSadece zip’lerin nerede olduğunu bana sorma...","¡LLAVES GRATIS!\n\n¡Has leído bien, solo soy generoso!\n¡Desbloquea zips y secretos del universo!\nAh si... No me preguntes donde encontrar los zips..."
UI_ADS_WINDOW_OFFER_2,"Subscription Plan Offer!\n\nFor just {x} coins, you'll receive {y} heart!\nA deal so good, your pixels will thank you!",サブスクプラン登場！\nたった{x}コインでハートを{y}つお届け！\n話がうますぎるって？\nこれがウソじゃないんです！,订阅计划上线啦！\n\n只要{x}，就能获得{y}点心！\n好到像素都感动落泪！,訂閱方案上線啦！\n\n只要 {x}，就能獲得 {y} 顆心！\n好到讓像素都感動落淚！,"Promoção de plano de assinatura!\n\nPor apenas {x} moedas, você receberá {y} corações!\nUma oferta tão boa que seus pixels irão agradecer!","¡Oferta del Plan Suscripción!\n\n¡Por solo {x} monedas, recibirás {y} corazones!\n¡Un intercambio tan bueno que hasta tus pixeles te lo agradecerán!",,,"Предложение дня!\n\nВсего за {x} монет ты получишь {y} сердцe!\nСделка настолько выгодная, что даже твои пиксели скажут спасибо!",,,"Ofertă Abonament!\n\nPentru doar {x} bănuți, vei primi {y} sănătate!\nO ofertă foarte bună, pixelii tăi o să-ți mulțumească!",Abonelik Teklifi!\n\nSadece {x} coine {y} kalp al!\nO kadar iyi bir teklif ki piksellerin bile minnettar kalacak!,"¡Oferta del Plan suscripción!\n\n¡Por solo {x} monedas, recibirás {y} corazones!\n¡Un intercambio tan bueno que hasta tus pixeles te lo agradecerán!"
UI_ADS_WINDOW_OFFER_3,TRADE OFFER!\n\nWould you trade in {x} for this glorious {y}?\nImagine swapping a boring old paperclip for a magic stapler\nthat can hold any crumbling confidence together!,トレードタイム！\n{x}を、この極上の{y}と交換しませんか？\nしょぼいクリップが何でも留められる\n魔法のホチキスに大変身！\n崩れ落ちそうなメンタルもこいつでバチンと！,交易邀请！\n\n愿拿{x}换这个超稀有{y}吗？\n想象一下，把一个平平无奇的回形针\n换成能拯救破碎自信的魔法订书机！,交易邀請！\n\n願意用 {x} 換這個超稀有 {y} 嗎？\n想像一下，把一根平凡無奇的迴紋針，\n換成能拯救破碎自信的魔法釘書機！,OFERTA DE TROCA!\n\nVocê trocaria {x} por este glorioso {y}?\nImagine trocar um clipe de papel por um grampeador mágico\nque pode manter qualquer autoconfiança abalada no lugar!,¡OFERTÓN!\n\nDame tu {x} por este magnífico {y}\n¡Imagina cambiar ese viejo y aburrido {x} por esta mágica adquisición\nque puede hacer tu vida más duradera!,,,"ВЫГОДНЫЙ ОБМЕН!\n\nОбменяешь свой предмет {x} на нечто получше – {y}?\nПредставь, будто меняешь унылую скрепку на волшебный степлер –\nтот самый, что скрепит даже твою в клочья разорванную самооценку!",,,OFERTĂ DE COMERȚ!\n\nAi vrea să dai la schimb {x} pentru acest glorios {y}?\nImaginează să schimbi un clip de hârtie pentru un capsator magic\ncare îți poate ține orice încredere prăbușită împreună!,"TAKAS TEKLİFİ!\n\nBu muhteşem {y} için {x} verir miydin?\nSıradan bir ataş yerine, özgüvenini tutan büyülü bir zımba düşün!",¡OFERTÓN!\n\nDame tu {x} por este magnífico {y}\n¡Imagina cambiar ese viejo y aburrido {x} por esta mágica adquisición\nque puede hacer tu vida más duradera!
UI_ADS_WINDOW_SCAM_1,"SCAMMED!\nLooks like I accidentally ran off with {x} of your keys! Maybe read the contract next time.. oh wait, there wasn't any!\nAnyway, good luck getting those zips opened without them!",釣られましたね！\nうっかり手が滑って\nキーを{x}本もらってしまった！\n次は契約書を読んで…\nって、そもそも契約なんてありませんね！\nじゃ、キー抜きでZIPの解凍頑張ってください！,被骗啦！\n\n哎呀，不小心顺走了你的{x}把钥匙！\n下次记得看合同啊……哦对，根本没合同！\n没有钥匙还想开ZIP？祝你好运咯！,被騙啦！\n\n哎呀，不小心順走了你的 {x} 把鑰匙！\n下次記得看合約啊……喔對，根本沒合約！\n沒有鑰匙還想開 ZIP？祝你好運啦～,"OTÁRIO!\nParece que eu acidentalmente saí correndo com {x} das suas chaves! Tenta ler o contrato da próxima.. não, pera, não tinha contrato!\nDe qualquer forma, boa sorte pra abrir esses zips sem as chaves!",¡ESTAFADO!\n¡Parece que sin querer te he hecho perder {x} de tus llaves! Quizás deberías leer el contrato la siguiente vez.. Oh espera.. ¡No hay ninguno!\nNos vemos en la siguiente ¡ESTAFA! y suerte abriendo esos zips,,,"ТЕБЯ ЗАСКАМИЛИ!\nПохоже, я ненароком прихватил у тебя пару ключей... точнее – {x}! Может, в следующий раз стоит внимательнее читать соглашение.. Хотя стоп, никакого соглашения ведь и не было!\nНу, удачи теперь открыть ZIP-файлы без них!",,,"PĂCĂLIT!\nAparent, am fugit neintenționat cu {x} de chei! Mai bine citești contractul data viitoare.. ah stai, nu avem așa ceva!\nÎn fine, mult succes să deblochezi acele arhive fără chei!","DOLANDIRILDIN!\nGaliba yanlışlıkla {x} anahtarını alıp kaçtım! Belki bir dahaki sefere sözleşmeyi okursun… ama sözleşme yoktu ki!\nHer neyse, zipleri açmak için iyi şanslar!",¡ESTAFADO!\n¡Parece que sin querer te he hecho perder {x} de tus llaves! Quizás deberías leer el contrato la siguiente vez.. Oh espera.. ¡No hay ninguno!\nNos vemos en la siguiente ¡ESTAFA! y suerte abriendo esos zips
UI_ADS_WINDOW_SCAM_2,"SCAMMED!\n\nThanks for the coins, bithead!\nNo refunds, but don't worry..\nYou're now officially part of my \""How to make BIG BUCKS\"" seminar!",釣られましたね！\nコインはいただきました。\n返金はしませんが…安心してください。\n“絶対もうかるセミナー”の\nメンバーに正式招待しましょう。,被骗啦！\n\n感谢付款的小傻瓜！\n不退款哦～不过别担心～\n你现在可是我的《如何赚大钱》讲座VIP！,被騙啦！\n\n感謝付款的小笨蛋！\n不退款喔～但別擔心～\n你現在可是我的《如何賺大錢》講座 VIP！,"OTÁRIO!\n\nValeu pelas moedas, seu bitburro!\nSem reembolsos, não se preocupe..\nVocê agora é oficialmente parte do meu seminário de \Como fazer uma BUFUNFA BRABA\""""!""","¡ESTAFADO!\n\n¡Gracias por tus monedas idiota!\nNo acepto devoluciones, pero no te preocupes..\nAhora oficialmente eres parte de mi seminario de: \""Como hacer MUCHO DINERO\""!",,,"ТЕБЯ ЗАСКАМИЛИ!\n\nСпасибо за монетки, битоголовый!\nНикаких возвратов! Но ты не переживай...\nТеперь ты официально участник моего курса \""Как делать БОЛЬШИЕ БАБКИ\""!",,,"PĂCĂLIT!\n\nMersi de bănuți, cap de biți!\nFără restituiri, însă stai liniștit...\nAcum faci parte din seminarul meu, intitulat \""Cum să faci BANI MULȚI\""!","DOLANDIRILDIN!\n\nCoinler için teşekkürler, bitkafa!\nİade yok ama üzülme…\nArtık “BÜYÜK PARALAR NASIL KAZANILIR” seminerimin bir parçasısın!","¡ESTAFADO!\n\n¡Gracias por tus monedas idiota!\nNo acepto devoluciones, pero no te preocupes..\nAhora oficialmente eres parte de mi seminario de: \""Como hacer MUCHO DINERO\""!"
UI_ADS_WINDOW_SCAM_3,"SCAMMED!\n\nWhoa! Did your {x} just slipped right into my pocket?\nIt must have wanted to join my exclusive \Items that are too good for you\"" collection\nDon't worry, I'll take good care of it for ya!""",釣られましたね！\nあれれ、あなたの{x}が勝手に私のポケットに…\n“あなたにはもったいない物リスト”に入ってたとか？\nお任せください！\n私が責任を持って預かりますので！,被骗啦！\n\n哇哦，你的{x}自己跑进我口袋了？\n它一定是想加入我的「你配不上系列」珍藏品！\n放心，我会好好替你保管哒！,被騙啦！\n\n哇哦，你的 {x} 自己跑進我口袋了？\n它一定想加入我的「你配不上系列」珍藏品！\n放心，我會幫你好好保管～,"OTÁRIO!\n\nEita! O seu {x} acabou de escorregar pra dentro do meu bolso.\nDeve ter entrado pra minha coleção exclusiva de \Itens que são bons demais pra você\\nNão se preocupe""","¡ESTAFADO!\n\n¡Pero Bueno! ¿Acaba de tu {x} meterse en mi bolsillo?\nDebe haber querido unirse a mi exclusiva colección: \""Items que son DEMACIADO buenos para tí\""\nNo te preocupes,¡Lo cuidaré muy bien por ti idiota!",,,"ТЕБЯ ЗАСКАМИЛИ!\n\nОго! Похоже, твой предмет {x} каким-то чудом оказался у меня в кармане!\nНаверное, он просто мечтал попасть в мою коллекцию \Предметы, которые тебе не по карману\""\nНе парься, я о нем позабочусь!""",,,"PĂCĂLIT!\n\nWhoa! Ai văzut cum {x} a mers târâș in buzunarul meu?\nProbabil a vrut să facă parte în colecția \Lucruri care sunt prea bune pentru tine\""\nStai liniștit, am să îi acord îngrijire bună pentru tine!""","DOLANDIRILDIN!\n\nNe oldu öyle! {x} direkt cebime mi kaydı?\nHerhalde “Sana fazla kaliteli olan eşyalar” koleksiyonuma katılmak istemiştir!\nMerak etme, iyi bakarım ona!","¡ESTAFADO!\n\n¡Pero bueno! ¿Acaba de tu {x} meterse en mi bolsillo?\nDebe haber querido unirse a mi exclusiva colección: \""Items que son demasiado buenos para ti\""\nNo te preocupes, ¡Lo cuidaré muy bien por ti!"
UI_ADS_WINDOW_NOT_ENOUGH_FUNDS_1,"NOT ENOUGH FUNDS!\nLook's like you have insufficient funds bud\nCome back another time, I'll be waiting..",コインが足りませんね！\nお手持ちが足りないみたいです。\nまた次の機会に。\nいつでもお待ちしていますよ…,资金不足！\n看来你钱包不够鼓啊老弟\n改天再来吧，我在这儿等你,資金不足！\n看來你錢包不夠鼓啊兄弟。\n改天再來吧，我在這兒等你。,"SALDO INSUFICIENTE!\nParece que o seu saldo é insuficiente, meu chapa.\nVolte mais tarde, vou estar esperando..","¡NO SUFICIENTE SALDO!\nVaya.. Parece que no tienes suficiente saldo amigo mio\nVuelve en otro momento, te estaré esperando..",,,"НЕДОСТАТОЧНО СРЕДСТВ!\nПохоже, у тебя не хватает монет, дружище\nЗагляни позже, я буду ждать..",,,"NU AI FONDURI SUFICIENTE!\nSe pare că ai fonduri insuficiente prietene\nRevin-o înapoi altă dată, te voi aștepta…","YETERSİZ BAKİYE!\nGörünüşe göre paran yetmiyor dostum.\nSonra uğra, ben buradayım.","¡NO SUFICIENTE SALDO!\nVaya.. Parece que no tienes suficiente saldo amigo mio\nVuelve en otro momento, te estaré esperando.."
UI_ADS_WINDOW_SUCCESS_1,DEAL SUCCESS!\n\nNice doing business with ya!\nYou're now officially part of the Big Bit Club.\nHope to see you again,取引成立！\n\nこれであなたも「ビッグビット・クラブ」の会員ですね。\nまたお会いしましょう。,交易成功！\n\n合作愉快！\n你现在正式加入「大比特俱乐部」啦\n期待下次再见！,交易成功！\n\n合作愉快！\n你現在正式成為「大比特俱樂部」的一員啦！\n期待下次再見～,NEGÓCIO FECHADO!\n\nPrazer fazer negócio contigo!\nVocê agora é oficialmente parte do Clube dos Estourados.\nEspero te ver de novo,"¡INTERCAMBIO REALIZADO!\n\n¡Un placer haciendo negocios amigo!\nAhora eres oficialmente parte de mi Club ""GRAN BIT"".\nEspero verte otra vez!",,,"СДЕЛКА СОСТОЯЛАСЬ!\n\nПриятно иметь с тобой дело!\nТеперь ты официальный член клуба Бит-Бит.\nНадеюсь, еще увидимся",,,TRANZACȚIE CU SUCCES!\n\nE frumos să fac business cu tine\nAcum faci parte din Clubul Marelui Bit.\nSper că ne mai revedem,ANLAŞMA BAŞARILI!\n\nSeninle iş yapmak güzeldi!\nArtık “Büyük Bit Kulübü”nün resmî üyesisin.\nTekrar görüşmek üzere.,¡INTERCAMBIO REALIZADO!\n\n¡Un placer hacer negocios amigo!\nAhora eres oficialmente parte de mi Club GRAN BIT.\n¡Espero verte otra vez!
UI_ADS_WINDOW_DEAL_1,DEAL!,取引する,成交！,成交！,FEITO!,¡Intercambio!,,,ПО РУКАМ!,,,DEAL!,ANLAŞMA!,¡Intercambio!
UI_ADS_WINDOW_RETURN_1,Return,戻る,返回,返回,Voltar,Volver,,,Назад,,,Înapoi,Geri Dön,Volver
UI_ADS_WINDOW_RETURN_2,Maybe later..,また今度で…,下次再说吧～,下次再說吧～,Talvez mais tarde..,Quizás luego...,,,В другой раз..,,,Poate mai târziu…,Belki sonra...,Quizás luego...
UI_SACRIFICE_WINDOW_OFFER_1,Sacrifice 1 Heart for\nrandom chunk of coins,ハートを1つ捧げて\nランダムにコインをゲット,献祭1颗心\n随机获得一堆金币,獻祭 1 顆心\n隨機獲得一堆金幣,Sacrificar 1 Coração por\numa quantidade aleatória de moedas,Sacrifica 1 corazón por\nuna cantidad aleatoria de monedas,,,Пожертвовать 1 сердце ради\nслучайной горсти монет,,,Sacrifică 1 Inimă pentru\nun număr aleatoriu de bănuți,"1 Kalbi feda et, rastgele bir miktar coin kazan.",Sacrifica 1 corazón por\nuna cantidad aleatoria de monedas
UI_SACRIFICE_WINDOW_OFFER_2,Sacrifice 2 Hearts for\na random modifier,ハートを2つ捧げて\nランダムなMODをゲット,献祭2颗心\n随机获得一个词缀,獻祭 2 顆心\n隨機獲得一個詞綴,Sacrificar 2 Corações por\numa quantidade aleatória de moedas,Sacrifica 2 corazones por\nun modificador aleatorio,,,Пожертвовать 2 сердца ради\nслучайного модификатора,,,Sacrifică 2 Inimi pentru\nun modificator aleatoriu,"2 Kalbi feda et, rastgele bir mod kazan.",Sacrifica 2 corazones por\nun modificador aleatorio
UI_SACRIFICE_WINDOW_ACCEPT,Sacrifice,捧げる,献祭,獻祭,Sacrificar,Sacrificar,,,Пожертвовать,,,Sacrifică-te,Fedakârlık,Sacrificar
UI_SACRIFICE_WINDOW_REJECT,I'll pass,やめておく,跳过,跳過,Fica pra próxima,No gracias...,,,Я пас,,,Voi sări,Geçiyorum,No gracias...
UI_REWARD_WINDOW_PICK_YOUR_REWARD,Pick your reward,報酬を選択,选择奖励,選擇獎勵,Escolher uma recompensa,Escoge tu recompensa,,,Выбери награду,,,Alege-ți premiul,Ödülünü seç,Escoge tu recompensa
UI_MINIGAME_RANK_D,D Rank,Dランク,D级,D級,Rank D,D Rank,,,Ранг D,,,Rang D,D Sınıfı,Rango D
UI_MINIGAME_RANK_C,C Rank,Cランク,C级,C級,Rank C,C Rank,,,Ранг C,,,Rang C,C Sınıfı,Rango C
UI_MINIGAME_RANK_B,B Rank,Bランク,B级,B級,Rank B,B Rank,,,Ранг B,,,Rang B,B Sınıfı,Rango B
UI_MINIGAME_RANK_A,A Rank,Aランク,A级,A級,Rank A,A Rank,,,Ранг A,,,Rang A,A Sınıfı,Rango A
UI_MINIGAME_RANK_S,S Rank,Sランク,S级,S級,Rank S,S Rank,,,Ранг S,,,Rang S,S Sınıfı,Rango S
UI_MINIGAME_ACCURACY,Accuracy,命中率,命中率,命中率,Precisão,Presición,,,Точность,,,Acuratețe,İsabet,Precisión
UI_MINIGAME_SCORE,Score,スコア,得分,得分,Pontuação,Puntuación,,,Очки,,,Scor,Puan,Puntuación
UI_MINIGAME_CLAIM_REWARD,Claim Reward,報酬を受け取る,领取奖励,領取獎勵,Pegar Recompensa,Recoger Recompensa,,,Забрать награду,,,Revendică Premiul,Ödülü Al,Recoger recompensa
UI_MINIGAME_WINDOW_DESC,Click on targets as they appear. \nGet rewards fitting of your score!,ターゲットをクリックして報酬をゲット！\nスコアに応じて報酬が変化！,目标出现就点击！\n根据得分领取专属奖励！,目標出現就點擊！\n根據得分領取專屬獎勵！,Clique em alvos conforme eles aparecem. \nGanhe recompensas de acordo com sua pontuação!,Click en los objetivos según vayan apareciendo.\n¡Consigue recompensas según tu puntuación!,,,"Кликай по целям, когда они появляются. \nНаграда зависит от набранных очков!",,,Click pe targete imediat ce apar. \nPrimești premii potrivit scorului tău!,Hedefler belirdiğinde onlara tıkla.\nPuanına göre uygun ödüller kazan!,Clic en los objetivos según vayan apareciendo.\n¡Consigue recompensas según tu puntuación!
UI_MINIGAME_DINO_DESC,Jump over obstacles\nTap to Start/Jump\nGain rewards based on your score,障害物をジャンプで回避しよう！\nクリック：スタート/ジャンプ\nスコアに応じた報酬をゲット,跳跃躲避障碍物\n点击开始/跳跃\n根据得分获得奖励,跳躍閃避障礙物\n點擊開始／跳躍\n根據得分獲得獎勵,Pule sobre obstáculos\nToque para Começar/Pular\nGanhe recompensas de acordo com sua pontuação,Salta sobre obstáculos\nToque para Empezar/Saltar\n¡Consigue recompensas según tu puntuación!,,,"Прыгай через препятствия\nКликни, чтобы начать/прыгнуть\nНаграда зависит от набранных очков",,,Sari peste obstacole\nApasă pentru a începe/sări\nPrimești premii bazat pe scorul tău,Engellerin üzerinden atla\nBaşlamak/Atlamak için dokun\nPuanına göre ödüller kazan.,Salta sobre obstáculos\nToca para empezar/Saltar\n¡Consigue recompensas según tu puntuación!
UI_MINIGAME_GAMEOVER,GAME OVER,GAME OVER,游戏结束,遊戲結束,FIM DE JOGO,FIN DEL MINIJUEGO,,,ИГРА ОКОНЧЕНА,,,JOC TERMINAT,OYUN BİTTİ,FIN DEL JUEGO
UI_SHOP_NPC_WELCOME_1,"Welcome to my shop! Mods, exes, and deals with no backup needed!",いらっしゃい！MODやEXE、どのアイテムもバックアップ要らずのお値段で！,欢迎光临小店！MOD、EXE、无需备份的各种交易都有！,歡迎光臨小店！MOD、EXE，各種免備份交易通通有！,"Bem-vindo à minha loja! Mods, exes e ofertas sem necessidade de backup!","¡Bienvenido a mi tienda! ¡Mods, exes, e intercambios sin necesidad de copia de seguridad!",,,"Добро пожаловать в мой магазин! Моды, EXE и сделки без права на откат!",,,"Bun venit în magazinul meu! Moduri, EXE-uri si tranzacții fără a fi nevoie de backup!","Mağazama hoş geldin! Modlar, exe’ler ve garantisiz anlaşmalar burada!","¡Bienvenido a mi tienda! ¡Mods, EXE, e intercambios sin necesidad de copia de seguridad!"
UI_SHOP_NPC_WELCOME_2,"Ah, a customer! Let’s exchange currency, not conversation.",ああ～お客さん…話はいいから、まずはその懐にあるものを\n出して。,哟，来客了！咱们是来谈钱的，可不是来谈心的。,哟，有客人來啦！咱們是來談錢的，可不是來談心的。,"Olha, um cliente! Vamos fazer negócios, não ficar de papo.","Ah, ¡un cliente! Intercambiemos dinero, no conversación.",,,"А, покупатель! Предлагаю обменяться валютой, а не словами.",,,"Ah, un client! Hai să schimbăm valute, nu vorbe.","Ah, bir müşteri! Parayı konuşalım, lafa gerek yok.","Ah, ¡un cliente! Intercambiemos dinero, no conversación."
UI_SHOP_NPC_WELCOME_3,Step right up! I’ve got all the pixels and bits you’ll ever need.,さあさ、寄ってって！\nピクセルからビットまで何でもあるよ。,随便看看呗！像素和比特我这儿全都有,隨便看看唄～像素、比特我這裡全都有。,Chega mais! Tenho todos os pixels e bits que você precisa.,¡Continua visitante! Tengo todos los pixeles y bits que siempre necesitarás.,,,"Подходи ближе! У меня есть все биты и пиксели, какие только можно пожелать.",,,Ridică-te! Am luat toți pixelii și biții de care ai nevoie.,Yaklaş bakalım! İhtiyacın olan her piksel ve biti bende bulursun.,¡Continua visitante! Tengo todos los pixeles y bits que necesitarás.
UI_SHOP_NPC_IDLE_1,Browsing or buying? Maybe browsing is your real hobby.,ねえ、冷やかし？\nお店もブラウジングするのが好きなの？,是来逛还是买？不过说真的，你可能只是喜欢看,是來逛還是買？不過說真的，你可能只是想看。,Vai ficar só olhando? Acho que é um hobby pra você.,¿Mirando o Comprando? Quizás mirar sea tu verdadero hobby.,,,"Ты там плывешь по цифровому течению или покупаешь? Похоже, твое настоящее хобби – серфить.",,,Doar te uiți sau cumperi? Poate doar să te uiți este un hobby al tău real.,Sadece bakıyor musun? Belki de bu senin hobindir.,¿Mirando o comprando? Quizás mirar sea tu verdadero hobby.
UI_SHOP_NPC_IDLE_2,"If you find something better than my shop, I’ll crash... ",ウチより良い店があったら、クラッシュするわ。,如果你能找到比我店里更好的东西……那我就当场关店…,如果你能找到比我店裡更好的東西……那我就當場關店。,"Se você encontrar algo melhor que a minha loja, eu vou travar...","Si encuentras algo mejor que mi tienda, la cerraré...",,,Если найдешь магазин получше – я крашнусь от зависти...,,,"Dacă găsești ceva mai bun decât magazinul meu, o să mă dau bătut…",Mağazamdan daha iyisini bulursan çökerim...,"Si encuentras algo mejor que mi tienda, la cerraré..."
UI_SHOP_NPC_IDLE_3,Fun fact: You’ve been standing there for 120 lines of code.,豆知識：キミが買う物を決めるまでに\n120行分のコードを入力できました。,趣味冷知识：你已经在这杵了整整120行代码了,趣味冷知識：你已經在這裡發呆整整 120 行程式碼了。,Curiosidade: Você está parado aí há 120 linhas de código.,Curiosidad: Has estado ahí mirando 120 líneas de código,,,Забавный факт: ты стоишь тут уже 120 строк кода.,,,Fun fact: Ai stat acolo pentru 120 linii de cod.,Eğlenceli bilgi: 120 satır kod boyunca burada duruyorsun.,Curiosidad: Has estado ahí mirando 120 líneas de código
